2;1644;1624;
3;3338;3363;3428;
4;3429;3524;2867;2828;
5;4460;4818;4796;4435;4321;
6;5242;5502;5347;5364;4953;5022;
7;130130;130036;4590;143192;143265;129897;143240;
8;4447;4814;4352;4428;4784;4396;4181;4337;
9;6985;6708;6570;6536;6899;6607;6503;6355;6575;
10;6683;6145;6379;6284;6390;6273;6605;6091;5946;6322;
11;6088;6353;6243;6016;6750;6192;6607;6213;5912;6164;6032;
12;6510;6153;6062;6251;6039;6092;6090;6428;5954;5931;6000;5913;
