8;6039;6090;5706;5831;
16;11285;10943;11297;11010;
24;17709;17445;17748;17524;
32;310161577;310161573;310161319;310161326;
40;715856233;715856140;715855701;715855928;
48;1294551254;1294550986;1294548436;1294550810;
